Accession,Serotype,SRA_Accession,Submitters,Release_Date,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample
EU482671,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,T.T., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V734/2006,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10660,complete,,,,Viet Nam: south,,Homo sapiens,blood,2006,
EU482672,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,T.T., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V735/2006,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10678,complete,,,,Viet Nam: south,,Homo sapiens,,2006,
EU482673,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,T.T., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V736/2006,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10677,complete,,,,Viet Nam: south,,Homo sapiens,,2006,
EU482674,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,T.T., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V737/2006,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10678,complete,,,,Viet Nam: south,,Homo sapiens,,2006,
EU482675,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,T.T., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V738/2006,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10678,complete,,,,Viet Nam: south,,Homo sapiens,blood,2006,
EU482676,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,T.T., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V739/2006,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10678,complete,,,,Viet Nam: south,,Homo sapiens,,2006,
EU482677,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,T.T., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V740/2006,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10678,complete,,,,Viet Nam: south,,Homo sapiens,blood,2006,
EU482678,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,T.T., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V741/2006,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10678,complete,,,,Viet Nam: south,,Homo sapiens,,2006,
EU482679,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,T.T., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V742/2007,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10678,complete,,,,Viet Nam: south,,Homo sapiens,blood,2007,
EU482697,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Le,P.T., Duong,K.H., Nguyen,T.T.H., Hoang,L.T., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V771/2007,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10678,complete,,,,Viet Nam: south,,Homo sapiens,blood,2007,
EU482698,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Le,P.T., Duong,K.H., Nguyen,T.T.H., Hoang,L.T., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V772/2007,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10678,complete,,,,Viet Nam: south,,Homo sapiens,blood,2007,
EU482699,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Le,P.T., Duong,K.H., Nguyen,T.T.H., Hoang,L.T., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V773/2007,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10678,complete,,,,Viet Nam: south,,Homo sapiens,blood,2007,
EU482700,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Le,P.T., Duong,K.H., Nguyen,T.T.H., Hoang,L.T., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V774/2007,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10678,complete,,,,Viet Nam: south,,Homo sapiens,blood,2007,
EU482701,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Le,P.T., Duong,K.H., Nguyen,T.T.H., Hoang,L.T., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V775/2007,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10678,complete,,,,Viet Nam: south,,Homo sapiens,blood,2007,
EU482702,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Le,P.T., Duong,K.H., Nguyen,T.T.H., Hoang,L.T., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V776/2007,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10678,complete,,,,Viet Nam: south,,Homo sapiens,blood,2007,
EU482703,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Le,P.T., Duong,K.H., Nguyen,T.T.H., Hoang,L.T., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V777/2007,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10678,complete,,,,Viet Nam: south,,Homo sapiens,blood,2007,
EU482704,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Le,P.T., Duong,K.H., Nguyen,T.T.H., Hoang,L.T., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V778/2007,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10678,complete,,,,Viet Nam: south,,Homo sapiens,blood,2007,
EU482705,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Le,P.T., Duong,K.H., Nguyen,T.T.H., Hoang,L.T., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V779/2007,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10678,complete,,,,Viet Nam: south,,Homo sapiens,blood,2007,
EU482774,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Wills,B., Tran,N.V., Nguyen,D.M., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V752/2004,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10678,complete,,,,Viet Nam: south,,Homo sapiens,blood,2004,
EU482775,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Wills,B., Tran,N.V., Nguyen,D.M., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V753/2004,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10678,complete,,,,Viet Nam: south,,Homo sapiens,blood,2004,
EU482776,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Wills,B., Tran,N.V., Nguyen,D.M., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V754/2005,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10678,complete,,,,Viet Nam: south,,Homo sapiens,blood,2005,
EU482777,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Wills,B., Tran,N.V., Nguyen,D.M., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V755/2005,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10678,complete,,,,Viet Nam: south,,Homo sapiens,blood,2005,
EU482778,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Wills,B., Tran,N.V., Nguyen,D.M., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V756/2003,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10677,complete,,,,Viet Nam: south,,Homo sapiens,blood,2003,
EU482779,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Wills,B., Tran,N.V., Nguyen,D.M., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V757/2003,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10678,complete,,,,Viet Nam: south,,Homo sapiens,blood,2003,
EU482780,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Wills,B., Tran,N.V., Nguyen,D.M., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V758/2003,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10678,complete,,,,Viet Nam: south,,Homo sapiens,blood,2003,
EU482781,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Wills,B., Tran,N.V., Nguyen,D.M., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V759/2003,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10678,complete,,,,Viet Nam: south,,Homo sapiens,blood,2003,
EU482782,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Wills,B., Tran,N.V., Nguyen,D.M., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V760/2003,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10678,complete,,,,Viet Nam: south,,Homo sapiens,blood,2003,
EU482783,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Wills,B., Tran,N.V., Nguyen,D.M., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V761/2003,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10677,complete,,,,Viet Nam: south,,Homo sapiens,blood,2003,
EU482784,2,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Wills,B., Tran,N.V., Nguyen,D.M., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008-03-04T00:00:00Z,DENV-2/VN/BID-V762/2003,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10679,complete,,,,Viet Nam: south,,Homo sapiens,blood,2003,
